"","document","topic","gamma"
"24257","Sword of Vengeance ",23,0.000420550276284194
"24258","TSF Channel Presents How to Really Pack a Backpack Parts 1-3 ",23,0.000438634562333113
"24259","Television's Opening Night: How the Box Was Born ",23,0.000326362118537624
"24260","The 303rd ",23,0.000348673654518541
"24261","The 8th Person ",23,0.000438634562333111
"24262","The Alchemist Coterie ",23,0.000172144962558282
"24263","The Amazing Trade Shop Science Race! ",23,0.991631832291555
"24264","The Americans in the Bulge ",23,0.000156316756342524
"24265","The Arbitrator ",23,0.000337149161893264
"24266","The Beacon ",23,0.000241402176649015
"24267","The Boiling Point ",23,0.000420550276284201
"24268","The Broken Land ",23,0.000438634562333108
"24269","The Bushwhackers ",23,0.000166524362417133
"24270","The Charge at Feather River ",23,0.000215859681784841
"24271","The Clinch Mountain Tracker ",23,0.000348673654518563
"24272","The Common Sense ",23,0.000125536278170219
"24273","The Contributors ",23,0.000337149161893268
"24274","The Cost of Vengeance ",23,0.000306734272636931
"24275","The Cowboy and the Indians ",23,0.000326362118537627
"24276","The Danger Element ",23,0.000403898124700753
"24277","The Deal ",23,0.000479908081908954
"24278","The Destiny of Britain ",23,0.000558775425382895
"24279","The Devil Wears Spurs ",23,0.000175099986662452
"24280","The Dirty Dancer ",23,0.000403898124700766
"24281","The Dude Cowboy ",23,0.00052975568517635
"24282","The Eagle and the Hawk ",23,0.994707366100075
"24283","The Entire History of the Louisiana Purchase ",23,0.000348673654518545
"24284","The Factory ",23,0.000458344036148582
"24285","The Fighting Ranger ",23,0.000388514466312613
"24286","The Fourth Horseman ",23,0.000374259676169901
"24287","The Galloping Ace ",23,0.000337149161893272
"24288","The Great Divide ",23,0.000273800794750822
"24289","The Great Wall of China ",23,0.0004205502762842
"24290","The Hallway ",23,0.000458344036148598
"24291","The Hard Hombre ",23,0.000458344036148589
"24292","The Hopeful ",23,0.000191539752837768
"24293","The Indy Wrestler ",23,0.000241402176649027
"24294","The Internationals ",23,0.000316243935177605
"24295","The Invaders ",23,0.000337149161893273
"24296","The Invisible Man ",23,0.000297779837619598
"24297","The Iron Rider ",23,0.000591158795982336
"24298","The Janus Project ",23,0.857381917692324
"24299","The LBC: Smile Now, Cry Later ",23,0.000230492579313086
"24300","The Lackey ",23,0.000273800794750834
"24301","The Land of Stories: The Wishing Spell ",23,0.000403898124700775
"24302","The Last Cowboy ",23,0.000403898124700753
"24303","The Last Cowboy Painter ",23,0.992410145555738
"24304","The Last Frontier ",23,0.000438634562333097
"24305","The Last Man on Earth ",23,0.000479908081908946
"24306","The Lawless Breed ",23,0.000326362118537631
"24307","The Legend of Famen Temple ",23,0.000403898124700759
"24308","The Lighthouses of North America ",23,0.000403898124700773
"24309","The Long Rope ",23,0.00034867365451857
"24310","The Love War ",23,0.000591158795982342
"24311","The Man from Galveston ",23,0.000403898124700755
"24312","The Man from Texas ",23,0.000235821270080369
"24313","The Man from Wyoming ",23,0.00027380079475084
"24314","The Man from the Alamo ",23,0.000420550276284197
"24315","The Mandela Affect ",23,0.000420550276284185
"24316","The Mechanics of ID ",23,0.000374259676169898
"24317","The Mob Priest ",23,0.000181325209363132
"24318","The Mustachioed Bandit Meets His End ",23,0.000361013895720701
"24319","The Myth of Eligos ",23,0.000289333383436105
"24320","The Neighborhood ",23,0.000479908081908948
"24321","The Ninja He Will Rise ",23,0.000420550276284181
"24322","The Old Barn Dance ",23,0.00034867365451856
"24323","The Orb ",23,0.000388514466312625
"24324","The Outcasts of Poker Flat ",23,0.00022052641249689
"24325","The Painted Desert ",23,0.000273800794750848
"24326","The Prairie King ",23,0.000361013895720712
"24327","The Proud Rebel ",23,0.000235821270080378
"24328","The Real Thing ",23,0.000316243935177576
"24329","The Revolution ",23,0.000438634562333092
"24330","The Royal Rider ",23,0.000458344036148591
"24331","The Running Game ",23,0.000374259676169894
"24332","The Sand Dune ",23,0.000591158795982339
"24333","The Scarlet Brand ",23,0.000479908081908948
"24334","The Search for Shana Star ",23,0.000202973821674581
"24335","The Secrets of Genghis Khan ",23,0.000281352876104274
"24336","The Shadowlands ",23,0.000289333383436122
"24337","The Silent Gun ",23,0.0004205502762842
"24338","The Sons of Katie Elder ",23,0.00038851446631263
"24339","The Starvation Proclamation ",23,0.000326362118537631
"24340","The Stop Hit II, the Art of Invincibility ",23,0.000337149161893278
"24341","The Storming ",23,0.000220526412496894
"24342","The Stranger ",23,0.000273800794750843
"24343","The Subject ",23,0.00040389812470077
"24344","The Superhero ",23,0.00052975568517633
"24345","The Sydical Tape ",23,0.946937744903772
"24346","The Tall Texan ",23,0.000316243935177585
"24347","The Terror of Tiny Town ",23,0.000627526583450704
"24348","The Texas Marshal ",23,0.000241402176649009
"24349","The Third Testament: The Antichrist and the Harlot ",23,0.00023582127008037
"24350","The Titans of Windsurfing ",23,0.000211386370599058
"24351","The Trail Drive ",23,0.000403898124700749
"24352","The Trail to Hope Rose ",23,0.000458344036148593
"24353","The Trials of Darksmoke ",23,0.000388514466312594
"24354","The Twelve Trees of Christmas ",23,0.000403898124700769
"24355","The Vanishing West ",23,0.00066866235001414
"24356","The Vengeance Trail ",23,0.000348673654518565
"24357","The Victors ",23,0.000420550276284198
"24358","The Wanted Woman ",23,0.000479908081908948
"24359","The Willing Suspension of Disbelief ",23,0.000166524362417148
"24360","The Works of Mercy ",23,0.000388514466312618
"24361","The Wrong Way ",23,0.000558775425382896
"24362","The X-Files: Back from the Dead Fan Film ",23,0.000316243935177592
"24363","There Came an Echo ",23,0.000235821270080365
"24364","There Goes My Hero ",23,0.000503601383037181
"24365","They Were Not Divided ",23,0.000326362118537634
"24366","Thieves of Fortune ",23,0.000348673654518558
"24367","Third Option ",23,0.000188009392263244
"24368","Thirsty the Movie ",23,0.000326362118537624
"24369","Thrills Spills and Chills ",23,0.000158749512219427
"24370","Through the Storm ",23,0.000184606815956323
"24371","To Be Loved ",23,0.000361013895720689
"24372","To Live or Die In ",23,0.000503601383037158
"24373","Too Close to the Raven ",23,0.000241402176649008
"24374","Tracing Skylines ",23,9.97550298161848e-05
"24375","Trails of the Wild ",23,0.000247253639758258
"24376","Trained to Kill ",23,0.000149446194604325
"24377","Turning Point: Fall of Liberty ",23,0.00033714916189326
"24378","Twisted Love ",23,0.000558775425382896
"24379","Two Fisted Justice ",23,0.000420550276284206
"24380","Ultima IV: Quest of the Avatar ",23,0.000337149161893273
"24381","Under the Dancing Stars ",23,0.0808711676866955
"24382","WWE Night of Champions ",23,0.000388514466312623
"24383","WWE: Greatest Stars of the New Millenium ",23,0.000230492579313087
"24384","We Build Castles in the Ice ",23,0.000281352876104276
"24385","Weapon of Choice ",23,0.000259850942961943
"24386","Weird Scenes Inside the Presidential Election 1984 ",23,0.000348673654518545
"24387","West of the Brazos ",23,0.000361013895720703
"24388","When the City Sleeps ",23,0.993600554998239
"24389","When the Storm God Rides: Hell's Coming with Me ",23,0.000438634562333114
"24390","Who Wants to Be a Princess? ",23,0.000247253639758242
"24391","Wrestling With the Mob ",23,0.000326362118537638
"24392","""I Am the Darkness"" ",23,0.000326362118537626
"24393","""Max Random and the Zombie 500"" ",23,0.000316243935177595
"24394","""Tales of a Broken Reality"" ",23,0.000273800794750837
"24395","""The Most Evil Men and Women in History"" ",23,0.000458344036148584
"24396","A Shadowing of Angels ",23,0.000326362118537612
"24397","Action Galore ",23,0.000458344036148593
"24398","Blood, Bullets and Babes ",23,0.000403898124700756
"24399","Brotherhood of Battle ",23,0.000374259676169877
"24400","Chronicles of the Roman Numeral X ",23,0.000438634562333087
"24401","Clash of the Champions XXI ",23,0.000326362118537615
"24402","Crisis Function Awakening ",23,0.000458344036148592
"24403","Dance of the White Tiger ",23,0.000458344036148592
"24404","Dark Matter Diaries the Recruitment ",23,0.000627526583450732
"24405","Day of the Survivalist ",23,0.993055998797533
"24406","Defenders of the Gao ",23,0.00034867365451855
"24407","Elevator Action Returns ",23,0.000529755685176336
"24408","Eyes of the Roshi ",23,0.000361013895720674
"24409","FAQ: Frequently Asked Questions ",23,0.000458344036148571
"24410","Fluctuations ",23,0.989906793369179
"24411","Hard to Give Up ",23,0.000558775425382892
"24412","In the Land of Fire & Ice ",23,0.000503601383037179
"24413","Knight of the Plains ",23,0.00043863456233311
"24414","Merchant of Alyss ",23,0.000403898124700762
"24415","Mission of Justice ",23,0.000503601383037175
"24416","Option 5 ",23,0.000316243935177584
"24417","Separation of the Mind ",23,0.00045834403614859
"24418","Shadow of the Crescent Moon ",23,0.000388514466312626
"24419","Spoilers of the West ",23,0.000503601383037172
"24420","The Agents ",23,0.000627526583450739
"24421","The Avenging Angel ",23,0.000668662350014141
"24422","The Cape Canaveral Monsters ",23,0.000479908081908946
"24423","The Face ",23,0.000306734272636933
"24424","The Founding of an Army ",23,0.000458344036148579
"24425","The Infiltrators ",23,0.000529755685176332
"24426","The Inquiry ",23,0.000281352876104277
"24427","The Last Assignment ",23,0.622879564785333
"24428","The Last of the Duanes ",23,0.000627526583450737
"24429","The Law of 45's ",23,0.000503601383037178
"24430","The Magic and the Rose ",23,0.000297779837619585
"24431","The Mountain of the Lord ",23,0.00037425967616987
"24432","The Nuke Brothers ",23,0.000253395822602544
"24433","The Promise ",23,0.000479908081908941
"24434","The Radical Boxer Challenges the Big Boss ",23,0.000374259676169887
"24435","The Randomers ",23,0.987913566807108
"24436","The Rojin Protocol ",23,0.00042055027628418
"24437","The Unaltered ",23,0.000420550276284197
"24438","The Vanquished ",23,0.000832349432968426
"24439","The War of the Starfighters ",23,0.99342878092598
"24440","The Will of the People ",23,0.000403898124700755
"24441","The Young Guns ",23,0.00050360138303718
"24442","Thirst: The Last Vampire ",23,0.000458344036148595
"24443","Three Young Texans ",23,0.00052975568517633
"24444","Thunderhawk: Operation Phoenix ",23,0.00047990808190892
"24445","Tiger Zero Three ",23,0.0004386345623331
"24446","Twice the Fear ",23,0.000503601383037178
"24447","Unconditional Love ",23,0.000220526412496879
"24448","Visitors from the Unknown ",23,0.000388514466312614
"24449","Welcome to Nowhere ",23,0.000266643541740059
"24450","Belly of the Beast ",24,3.08865917293436e-05
"24451","King of the Pecos ",24,4.1422311151359e-05
"24452","A Loving Gentleman ",24,3.69240422196182e-05
"24453","French Baroque: Now and Then ",24,5.41842239965008e-05
"24454","Robbers of the Range ",24,0.998726634800506
"24455","The Christmas Ornament ",24,3.94975944485521e-05
"24456","The Return of Wild Bill ",24,4.85146662504351e-05
"24457","The Prototypes ",24,4.67363917095231e-05
"24458","Hunted by Night ",24,0.998462774647898
"24459","Islam in the Heart of the People ",24,0.000125536278170218
"24460","You Are the One ",24,4.99397867194949e-05
"24461","Fighting Man of the Plains ",24,8.20928797497576e-05
"24462","Riders of the Purple Sage ",24,3.02455155856275e-05
"24463","The Outlaw Josey Wales ",24,5.59680177131901e-05
"24464","Heroes of the Hills ",24,6.52807971786656e-05
"24465","Phantom of the Desert ",24,7.95325780843802e-05
"24466","Road to Rio: The U.S. Paralympic Team Trials ",24,9.69117914204721e-05
"24467","The Boss Rider of Gun Creek ",24,6.28667898703587e-05
"24468","The Dancer's Peril ",24,4.65232317391731e-05
"24469","The Freedom Quest of Oney Judge ",24,6.09874204755371e-05
"24470","The Last Challenge ",24,9.97550298161843e-05
"24471","Flipping the Score ",24,5.27823399357861e-05
"24472","For the Service ",24,7.43175174755372e-05
"24473","Moses: Fallen. In the City of Angels. ",24,0.000111779633313981
"24474","South of St. Louis ",24,5.75467606019099e-05
"24475","The Goose Girl ",24,4.96964806661837e-05
"24476","The Man from Monterey ",24,3.80252046409198e-05
"24477","The Outlaw Deputy ",24,7.65483534269912e-05
"24478","The Purifiers ",24,6.52807971786777e-05
"24479","Truthful Tulliver ",24,5.33342976552761e-05
"24480","Age of Wonders ",24,6.06249503178362e-05
"24481","Feud of the West ",24,8.92779370020285e-05
"24482","Futbaal: The Price of Dreams ",24,5.95629384702534e-05
"24483","Goodnight for Justice: The Measure of a Man ",24,7.54164418963866e-05
"24484","Outlaws of the Rockies ",24,0.000145191802160142
"24485","Overland Trails ",24,8.9277937002022e-05
"24486","Party Like the Queen of France ",24,4.43006718641263e-05
"24487","Rough and Ready ",24,0.000147288282969977
"24488","Streets of Ghost Town ",24,4.76089293725475e-05
"24489","The Hanging Tree ",24,5.47660523577351e-05
"24490","The Mirror Man ",24,0.000161259187089056
"24491","Under the Tonto Rim ",24,8.92779370020233e-05
"24492","""Berlin 1936: Games of the XI Olympiad"" ",24,5.78732577617722e-05
"24493","""Boss and Me"" ",24,0.000266643541740069
"24494","Battles Bouts and Brawls: The Story of Pro Wrestling in Detroit and the Surrounding Areas ",24,9.33636963619919e-05
"24495","Buckaroo Sheriff of Texas ",24,7.95325780844396e-05
"24496","Cocos 1914: The Encounter Between HMAS Sydney and SMS Emden ",24,7.71271470218865e-05
"24497","Code of the Range ",24,6.83424403107277e-05
"24498","Hot Popcorn: Movie Awards Greatest Moments ",24,8.85033248094745e-05
"24499","Jumbish: A Movement - The Movie ",24,0.000102770142963143
"24500","Not Even the Devil ",24,0.000137370549445567
"24501","Riders in the Sky ",24,8.14374737990659e-05
"24502","Romance Complicated ",24,0.998029770886006
"24503","Summer in the Vineyard ",24,5.1975496743528e-05
"24504","The Dream of Alvareen ",24,0.000108221850068872
"24505","The Forty-Niners ",24,3.9194064505046e-05
"24506","The Great Lion Kun Seng Keng ",24,9.08685641994077e-05
